name,street,city,state,postalCode,property_type,url,corrected_price,beds,bath,new_floor_size,listed_days,ppsf
"611 Arcadia Ter Unit 204, Sunnyvale, CA 94085",611 Arcadia Ter UNIT 204,Sunnyvale,CA,94085,Condo for rent,https://www.zillow.com/homedetails/611-Arcadia-Ter-UNIT-204-Sunnyvale-CA-94085/19545198_zpid/,3350.0,3,2,1300.0,86.0,2.576923076923077
"645 San Juan Dr, Sunnyvale, CA 94085",645 San Juan Dr,Sunnyvale,CA,94085,Apartment for rent,https://www.zillow.com/homedetails/645-San-Juan-Dr-Sunnyvale-CA-94085/300473407_zpid/,1450.0,1,1,440.0,88.0,3.2954545454545454
"476 E Washington Ave, Sunnyvale, CA 94086",476 E Washington Ave,Sunnyvale,CA,94086,Townhouse for rent,https://www.zillow.com/homedetails/476-E-Washington-Ave-Sunnyvale-CA-94086/2078754375_zpid/,2295.0,2,1,950.0,89.0,2.4157894736842107
"573 Carrick Ct, Sunnyvale, CA 94087",573 Carrick Ct,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/573-Carrick-Ct-Sunnyvale-CA-94087/19614241_zpid/,4900.0,3,2,1555.0,91.0,3.1511254019292605
"614 Picasso Ter, Sunnyvale, CA 94087",614 Picasso Ter,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/614-Picasso-Ter-Sunnyvale-CA-94087/19547558_zpid/,3800.0,3,2,1610.0,91.0,2.360248447204969
"1024 Valencia Ave #15, Sunnyvale, CA 94086",1024 Valencia Ave #15,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/1024-Valencia-Ave-15-Sunnyvale-CA-94086/2078805600_zpid/,2335.0,2,1,880.0,91.0,2.653409090909091
"1674 Ontario Dr Apt 3, Sunnyvale, CA 94087",1674 Ontario Dr APT 3,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1674-Ontario-Dr-APT-3-Sunnyvale-CA-94087/2095176264_zpid/,2195.0,2,1,1424.4089219330856,91.0,1.5409900669683634
"1220 Brookfield Ave Apt C, Sunnyvale, CA 94087",1220 Brookfield Ave APT C,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1220-Brookfield-Ave-APT-C-Sunnyvale-CA-94087/2096189638_zpid/,1850.0,1,1,650.0,91.0,2.8461538461538463
"1329 Bobolink Cir, Sunnyvale, CA 94087",1329 Bobolink Cir,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1329-Bobolink-Cir-Sunnyvale-CA-94087/19613497_zpid/,4350.0,3,2,1600.0,91.0,2.71875
"813 San Pier Ct, Sunnyvale, CA 94085",813 San Pier Ct,Sunnyvale,CA,94085,Townhouse for rent,https://www.zillow.com/homedetails/813-San-Pier-Ct-Sunnyvale-CA-94085/19544249_zpid/,2350.0,2,1,900.0,92.0,2.611111111111111
"977 Mangrove Ave, Sunnyvale, CA 94086",977 Mangrove Ave,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/977-Mangrove-Ave-Sunnyvale-CA-94086/153210592_zpid/,2400.0,2,1,950.0,93.0,2.526315789473684
"475 Cumulus Ave, Sunnyvale, CA 94087",475 Cumulus Ave,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/475-Cumulus-Ave-Sunnyvale-CA-94087/300473507_zpid/,1900.0,1,1,650.0,97.0,2.923076923076923
"890 W Remington Dr, Sunnyvale, CA 94087",890 W Remington Dr,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/890-W-Remington-Dr-Sunnyvale-CA-94087/19540669_zpid/,4600.0,3,2,1622.0,97.0,2.8360049321824907
"250 Santa Fe Ter Apt 126, Sunnyvale, CA 94085",250 Santa Fe Ter APT 126,Sunnyvale,CA,94085,Condo for rent,https://www.zillow.com/homedetails/250-Santa-Fe-Ter-APT-126-Sunnyvale-CA-94085/19544890_zpid/,2850.0,2,2,1061.0,97.0,2.6861451460885957
"889 Hanover Ave, Sunnyvale, CA 94087",889 Hanover Ave,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/889-Hanover-Ave-Sunnyvale-CA-94087/19539024_zpid/,4300.0,3,2,1240.0,107.0,3.467741935483871
"979 Pinto Palm Ter Apt 31, Sunnyvale, CA 94087",979 Pinto Palm Ter APT 31,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/979-Pinto-Palm-Ter-APT-31-Sunnyvale-CA-94087/19551544_zpid/,2995.0,2,2,1119.0,115.0,2.676496872207328
"354 Angel Ave Apt 4, Sunnyvale, CA 94086",354 Angel Ave APT 4,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/354-Angel-Ave-APT-4-Sunnyvale-CA-94086/2088897039_zpid/,2395.0,2,1,702.0,116.0,3.4116809116809117
"1701 Noranda Dr Apt 1, Sunnyvale, CA 94087",1701 Noranda Dr APT 1,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1701-Noranda-Dr-APT-1-Sunnyvale-CA-94087/2079225963_zpid/,3295.0,3,5,1295.0,120.0,2.5444015444015444
"(Undisclosed Address), Sunnyvale, CA 94086",(undisclosed Address),Sunnyvale,CA,94086,House for rent,https://www.zillow.com/homedetails/Sunnyvale-CA-94086/2081440339_zpid/,5000.0,4,2,1258.0,120.0,3.97456279809221
"835 Hollenbeck Ave, Sunnyvale, CA 94087",835 Hollenbeck Ave,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/835-Hollenbeck-Ave-Sunnyvale-CA-94087/19538920_zpid/,4500.0,3,2,1500.0,127.0,3.0
"440 S Bernardo Ave Apt 1, Sunnyvale, CA 94086",440 S Bernardo Ave APT 1,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/440-S-Bernardo-Ave-APT-1-Sunnyvale-CA-94086/2109988661_zpid/,3200.0,3,2,1300.0,137.0,2.4615384615384617
"1131 Reed Ave Apt A, Sunnyvale, CA 94086",1131 Reed Ave APT A,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/1131-Reed-Ave-APT-A-Sunnyvale-CA-94086/19550432_zpid/,2350.0,2,1,950.0,139.0,2.473684210526316
"360 W Olive Ave Apt 6, Sunnyvale, CA 94086",360 W Olive Ave APT 6,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/360-W-Olive-Ave-APT-6-Sunnyvale-CA-94086/2091242161_zpid/,2495.0,2,1,1424.4089219330856,139.0,1.7516037435471832
"285 Bartlett Ave, Sunnyvale, CA 94086",285 Bartlett Ave,Sunnyvale,CA,94086,House for rent,https://www.zillow.com/homedetails/285-Bartlett-Ave-Sunnyvale-CA-94086/19545035_zpid/,4350.0,5,2,1586.0,142.0,2.742749054224464
"1658 Blue Jay Dr, Sunnyvale, CA 94087",1658 Blue Jay Dr,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1658-Blue-Jay-Dr-Sunnyvale-CA-94087/153288960_zpid/,3600.0,3,2,1150.0,148.0,3.130434782608696
"1289 Balboa Ct, Sunnyvale, CA 94086",1289 Balboa Ct,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/1289-Balboa-Ct-Sunnyvale-CA-94086/2079759182_zpid/,2495.0,2,1,940.0,153.0,2.654255319148936
"1509 Meadowlark Ln, Sunnyvale, CA 94087",1509 Meadowlark Ln,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1509-Meadowlark-Ln-Sunnyvale-CA-94087/19616897_zpid/,4000.0,3,2,1648.0,154.0,2.4271844660194173
"676 San Juan Dr, Sunnyvale, CA 94085",676 San Juan Dr,Sunnyvale,CA,94085,Apartment for rent,https://www.zillow.com/homedetails/676-San-Juan-Dr-Sunnyvale-CA-94085/300473393_zpid/,1900.0,1,1,600.0,157.0,3.1666666666666665
"744 San Jule Ct, Sunnyvale, CA 94085",744 San Jule Ct,Sunnyvale,CA,94085,Apartment for rent,https://www.zillow.com/homedetails/744-San-Jule-Ct-Sunnyvale-CA-94085/300473388_zpid/,1706.0,1,1,510.0,161.0,3.3450980392156864
"567 N Britton Ave, Sunnyvale, CA 94085",567 N Britton Ave,Sunnyvale,CA,94085,Apartment for rent,https://www.zillow.com/homedetails/567-N-Britton-Ave-Sunnyvale-CA-94085/2091672088_zpid/,1671.0,1,1,483.0,161.0,3.459627329192547
"245 W California Ave, Sunnyvale, CA 94086",245 W California Ave,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/245-W-California-Ave-Sunnyvale-CA-94086/300473351_zpid/,1700.0,1,1,680.0,161.0,2.5
"140 Acalanes Dr, Sunnyvale, CA 94086",140 Acalanes Dr,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/140-Acalanes-Dr-Sunnyvale-CA-94086/2080201777_zpid/,2075.0,1,1,740.0,186.0,2.804054054054054
"424 Santo Domingo Ter, Sunnyvale, CA 94085",424 Santo Domingo Ter,Sunnyvale,CA,94085,Townhouse for rent,https://www.zillow.com/homedetails/424-Santo-Domingo-Ter-Sunnyvale-CA-94085/2081532566_zpid/,4500.0,3,5,1603.0,209.0,2.8072364316905802
"485 La Conner Dr Apt 1, Sunnyvale, CA 94087",485 La Conner Dr APT 1,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/485-La-Conner-Dr-APT-1-Sunnyvale-CA-94087/300475643_zpid/,3895.0,3,5,1800.0,221.0,2.1638888888888888
"949 Sutter Ave, Sunnyvale, CA 94086",949 Sutter Ave,Sunnyvale,CA,94086,House for rent,https://www.zillow.com/homedetails/949-Sutter-Ave-Sunnyvale-CA-94086/19520493_zpid/,4750.0,3,2,1144.0,307.0,4.1520979020979025
"880 Cupertino Villas 1 Mil Apple Hq Comp, Sunnyvale, CA 94087",880 Cupertino Villas 1 Mil Apple Hq Comp,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/880-Cupertino-Villas-1-Mil-Apple-Hq-Comp-Sunnyvale-CA-94087/2078319197_zpid/,1950.0,1,1,750.0,58.0,2.6
"917 Tamarack Ln Apt 1, Sunnyvale, CA 94086",917 Tamarack Ln APT 1,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/917-Tamarack-Ln-APT-1-Sunnyvale-CA-94086/2105564466_zpid/,3295.0,3,2,1115.0,59.0,2.9551569506726456
"905 Sunrose Ter Apt 105, Sunnyvale, CA 94086",905 Sunrose Ter APT 105,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/905-Sunrose-Ter-APT-105-Sunnyvale-CA-94086/19551438_zpid/,2695.0,2,2,1086.0,59.0,2.4815837937384897
"1572 Tenaka Pl Apt 1, Sunnyvale, CA 94087",1572 Tenaka Pl APT 1,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1572-Tenaka-Pl-APT-1-Sunnyvale-CA-94087/2118734610_zpid/,3250.0,3,2,1600.0,59.0,2.03125
"495 La Conner Dr Apt 4, Sunnyvale, CA 94087",495 La Conner Dr APT 4,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/495-La-Conner-Dr-APT-4-Sunnyvale-CA-94087/2086765868_zpid/,2600.0,2,2,1000.0,60.0,2.6
"750 Brahms Way Apt 22, Sunnyvale, CA 94087",750 Brahms Way APT 22,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/750-Brahms-Way-APT-22-Sunnyvale-CA-94087/2094701200_zpid/,1995.0,1,1,725.0,60.0,2.7517241379310344
"676 Reseda Dr Apt 1, Sunnyvale, CA 94087",676 Reseda Dr APT 1,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/676-Reseda-Dr-APT-1-Sunnyvale-CA-94087/2104561671_zpid/,3000.0,3,5,1100.0,61.0,2.727272727272727
"994 Helen Ave Apt 1, Sunnyvale, CA 94086",994 Helen Ave APT 1,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/994-Helen-Ave-APT-1-Sunnyvale-CA-94086/2114034557_zpid/,2050.0,2,1,700.0,61.0,2.9285714285714284
"1025 W Olive Ave Apt 2, Sunnyvale, CA 94086",1025 W Olive Ave APT 2,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/1025-W-Olive-Ave-APT-2-Sunnyvale-CA-94086/2089403331_zpid/,2350.0,2,1,850.0,62.0,2.764705882352941
"1156 La Rochelle Ter Unit E, Sunnyvale, CA 94089",1156 La Rochelle Ter UNIT E,Sunnyvale,CA,94089,Townhouse for rent,https://www.zillow.com/homedetails/1156-La-Rochelle-Ter-UNIT-E-Sunnyvale-CA-94089/19494171_zpid/,4000.0,3,5,2013.0,62.0,1.987083954297069
"627 E El Camino Real Unit 108, Sunnyvale, CA 94087",627 E El Camino Real UNIT 108,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/627-E-El-Camino-Real-UNIT-108-Sunnyvale-CA-94087/79842533_zpid/,3250.0,2,5,1171.0,64.0,2.7754056362083688
"1063 Konstanz Ter, Sunnyvale, CA 94089",1063 Konstanz Ter,Sunnyvale,CA,94089,Townhouse for rent,https://www.zillow.com/homedetails/1063-Konstanz-Ter-Sunnyvale-CA-94089/69301239_zpid/,3600.0,2,5,1579.0,64.0,2.279924002533249
"1663 Ontario Dr Apt 5, Sunnyvale, CA 94087",1663 Ontario Dr APT 5,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1663-Ontario-Dr-APT-5-Sunnyvale-CA-94087/2096606283_zpid/,2300.0,2,1,850.0,64.0,2.7058823529411766
"1779 Lark Ln, Sunnyvale, CA 94087",1779 Lark Ln,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1779-Lark-Ln-Sunnyvale-CA-94087/19619162_zpid/,5495.0,4,2,2200.0,65.0,2.4977272727272726
"856 Lakemuir Dr, Sunnyvale, CA 94089",856 Lakemuir Dr,Sunnyvale,CA,94089,House for rent,https://www.zillow.com/homedetails/856-Lakemuir-Dr-Sunnyvale-CA-94089/19493044_zpid/,3700.0,3,2,1000.0,66.0,3.7
"976 Belmont Ter Unit 2, Sunnyvale, CA 94086",976 Belmont Ter UNIT 2,Sunnyvale,CA,94086,Townhouse for rent,https://www.zillow.com/homedetails/976-Belmont-Ter-UNIT-2-Sunnyvale-CA-94086/19521364_zpid/,3500.0,3,3,1363.0,66.0,2.5678650036683788
"870 Helena Dr, Sunnyvale, CA 94087",870 Helena Dr,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/870-Helena-Dr-Sunnyvale-CA-94087/19624148_zpid/,4995.0,4,2,1984.0,67.0,2.517641129032258
"628 San Juan Dr Apt M, Sunnyvale, CA 94085",628 San Juan Dr APT M,Sunnyvale,CA,94085,Apartment for rent,https://www.zillow.com/homedetails/628-San-Juan-Dr-APT-M-Sunnyvale-CA-94085/2078441071_zpid/,1750.0,1,1,514.0,67.0,3.404669260700389
"999 W Evelyn Ter Apt 20, Sunnyvale, CA 94086",999 W Evelyn Ter APT 20,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-20-Sunnyvale-CA-94086/19550503_zpid/,2895.0,2,2,1123.0,67.0,2.5779162956366872
"1201 Sycamore Ter Space 121, Sunnyvale, CA 94086",1201 Sycamore Ter SPACE 121,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/1201-Sycamore-Ter-SPACE-121-Sunnyvale-CA-94086/2078453925_zpid/,2295.0,1,1,1424.4089219330856,68.0,1.6111946258279701
"530 La Conner Dr Apt 35, Sunnyvale, CA 94087",530 La Conner Dr APT 35,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/530-La-Conner-Dr-APT-35-Sunnyvale-CA-94087/19624706_zpid/,3300.0,3,2,1296.0,68.0,2.5462962962962963
"390 S Sunnyvale Ave, Sunnyvale, CA 94086",390 S Sunnyvale Ave,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/390-S-Sunnyvale-Ave-Sunnyvale-CA-94086/300473449_zpid/,1650.0,1,1,580.0,68.0,2.8448275862068964
"585 W Iowa Ave Unit 11, Sunnyvale, CA 94086",585 W Iowa Ave UNIT 11,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/585-W-Iowa-Ave-UNIT-11-Sunnyvale-CA-94086/2080716943_zpid/,1895.0,1,1,450.0,68.0,4.211111111111111
"917 Heatherstone Ave #1, Sunnyvale, CA 94087",917 Heatherstone Ave #1,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/917-Heatherstone-Ave-1-Sunnyvale-CA-94087/2078829177_zpid/,2850.0,3,1,1400.0,70.0,2.0357142857142856
"1071 Rembrandt Dr, Sunnyvale, CA 94087",1071 Rembrandt Dr,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1071-Rembrandt-Dr-Sunnyvale-CA-94087/19547103_zpid/,4950.0,4,5,2304.0,70.0,2.1484375
"630 Santa Cruz Ter, Sunnyvale, CA 94085",630 Santa Cruz Ter,Sunnyvale,CA,94085,House for rent,https://www.zillow.com/homedetails/630-Santa-Cruz-Ter-Sunnyvale-CA-94085/19542324_zpid/,4495.0,4,5,1700.0,72.0,2.6441176470588235
"514 N Castlerock Ter, Sunnyvale, CA 94087",514 N Castlerock Ter,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/514-N-Castlerock-Ter-Sunnyvale-CA-94087/19623372_zpid/,3395.0,3,5,1495.0,73.0,2.270903010033445
"1624 Hollenbeck Ave #21, Sunnyvale, CA 94087",1624 Hollenbeck Ave #21,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1624-Hollenbeck-Ave-21-Sunnyvale-CA-94087/2078891778_zpid/,2895.0,2,5,1200.0,74.0,2.4125
"609 N Garland Ter, Sunnyvale, CA 94086",609 N Garland Ter,Sunnyvale,CA,94086,Townhouse for rent,https://www.zillow.com/homedetails/609-N-Garland-Ter-Sunnyvale-CA-94086/19547707_zpid/,3400.0,3,5,1465.0,74.0,2.3208191126279862
"1585 Quebec Ct Apt 4, Sunnyvale, CA 94087",1585 Quebec Ct APT 4,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1585-Quebec-Ct-APT-4-Sunnyvale-CA-94087/2078556035_zpid/,2150.0,2,1,850.0,75.0,2.5294117647058822
"315 Beemer Ave Apt 1, Sunnyvale, CA 94086",315 Beemer Ave APT 1,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/315-Beemer-Ave-APT-1-Sunnyvale-CA-94086/2110429465_zpid/,1795.0,1,1,313.0,75.0,5.73482428115016
"1094 Ticonderoga Dr, Sunnyvale, CA 94087",1094 Ticonderoga Dr,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1094-Ticonderoga-Dr-Sunnyvale-CA-94087/19541074_zpid/,4295.0,3,2,1628.0,76.0,2.638206388206388
"974 Blair Ave, Sunnyvale, CA 94087",974 Blair Ave,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/974-Blair-Ave-Sunnyvale-CA-94087/19539201_zpid/,4600.0,4,3,1498.0,76.0,3.0707610146862483
"1648 Hollenbeck Ave, Sunnyvale, CA 94087",1648 Hollenbeck Ave,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1648-Hollenbeck-Ave-Sunnyvale-CA-94087/2094208181_zpid/,2395.0,2,5,950.0,76.0,2.5210526315789474
"602 Arcadia Ter Unit 103, Sunnyvale, CA 94085",602 Arcadia Ter UNIT 103,Sunnyvale,CA,94085,Apartment for rent,https://www.zillow.com/homedetails/602-Arcadia-Ter-UNIT-103-Sunnyvale-CA-94085/19543982_zpid/,2395.0,1,1,867.0,77.0,2.76239907727797
"942 Marion Way, Sunnyvale, CA 94087",942 Marion Way,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/942-Marion-Way-Sunnyvale-CA-94087/19616907_zpid/,1800.0,1,1,240.0,79.0,7.5
"578 Alberta Ave, Sunnyvale, CA 94087",578 Alberta Ave,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/578-Alberta-Ave-Sunnyvale-CA-94087/153298790_zpid/,3700.0,3,2,1734.0,80.0,2.1337946943483277
"936 Azure St #c9, Sunnyvale, CA 94087",936 Azure St #C9,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/936-Azure-St-C9-Sunnyvale-CA-94087/2077584903_zpid/,1595.0,1,1,450.0,1.0,3.5444444444444443
"1256 Poplar Ave Apt B, Sunnyvale, CA 94086",1256 Poplar Ave APT B,Sunnyvale,CA,94086,Townhouse for rent,https://www.zillow.com/homedetails/1256-Poplar-Ave-APT-B-Sunnyvale-CA-94086/2094020529_zpid/,3150.0,2,5,1000.0,1.0,3.15
"686 Foxtail Dr #b, Sunnyvale, CA 94086",686 Foxtail Dr #B,Sunnyvale,CA,94086,Townhouse for rent,https://www.zillow.com/homedetails/686-Foxtail-Dr-B-Sunnyvale-CA-94086/2117734630_zpid/,3995.0,3,5,2200.0,1.0,1.815909090909091
"821 W California Ave Unit G, Sunnyvale, CA 94086",821 W California Ave UNIT G,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/821-W-California-Ave-UNIT-G-Sunnyvale-CA-94086/19521861_zpid/,2490.0,2,5,785.0,1.0,3.171974522292994
"744 Golden Oak Ct Apt 4, Sunnyvale, CA 94086",744 Golden Oak Ct APT 4,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/744-Golden-Oak-Ct-APT-4-Sunnyvale-CA-94086/2087215899_zpid/,2095.0,1,1,560.0,1.0,3.7410714285714284
"(Undisclosed Address), Sunnyvale, CA 94086",(undisclosed Address),Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/Sunnyvale-CA-94086/2077594129_zpid/,2200.0,1,1,1424.4089219330856,1.0,1.5445002949113438
"565 Fir Ave, Sunnyvale, CA 94085",565 Fir Ave,Sunnyvale,CA,94085,House for rent,https://www.zillow.com/homedetails/565-Fir-Ave-Sunnyvale-CA-94085/19542072_zpid/,3790.0,3,2,1304.0,1.0,2.9064417177914113
"655 Reseda Dr Apt 9, Sunnyvale, CA 94087",655 Reseda Dr APT 9,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/655-Reseda-Dr-APT-9-Sunnyvale-CA-94087/2092603381_zpid/,1900.0,1,1,650.0,1.0,2.923076923076923
"596 La Conner Dr, Sunnyvale, CA 94087",596 La Conner Dr,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/596-La-Conner-Dr-Sunnyvale-CA-94087/300475642_zpid/,3295.0,3,5,1200.0,1.0,2.745833333333333
"125 Connemara Way Apt 35, Sunnyvale, CA 94087",125 Connemara Way APT 35,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/125-Connemara-Way-APT-35-Sunnyvale-CA-94087/19614489_zpid/,3280.0,2,5,1200.0,1.0,2.7333333333333334
"1726 Heron Ave, Sunnyvale, CA 94087",1726 Heron Ave,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1726-Heron-Ave-Sunnyvale-CA-94087/19618320_zpid/,4100.0,3,2,1644.0,1.0,2.493917274939173
"220 W California Ave Apt A, Sunnyvale, CA 94086",220 W California Ave APT A,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/220-W-California-Ave-APT-A-Sunnyvale-CA-94086/2113692620_zpid/,2095.0,1,1,475.0,1.0,4.410526315789474
"1121 Borregas Ave #5, Sunnyvale, CA 94089",1121 Borregas Ave #5,Sunnyvale,CA,94089,Apartment for rent,https://www.zillow.com/homedetails/1121-Borregas-Ave-5-Sunnyvale-CA-94089/2077600098_zpid/,2395.0,2,1,800.0,1.0,2.99375
"308 Santa Diana Ter, Sunnyvale, CA 94085",308 Santa Diana Ter,Sunnyvale,CA,94085,Townhouse for rent,https://www.zillow.com/homedetails/308-Santa-Diana-Ter-Sunnyvale-CA-94085/124745349_zpid/,4750.0,4,5,1815.0,1.0,2.6170798898071626
"1051 Merrimac Dr, Sunnyvale, CA 94087",1051 Merrimac Dr,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/1051-Merrimac-Dr-Sunnyvale-CA-94087/19537872_zpid/,3800.0,3,1,1041.0,1.0,3.6503362151777137
"362 W Olive Ave Unit 4, Sunnyvale, CA 94086",362 W Olive Ave UNIT 4,Sunnyvale,CA,94086,Apartment for rent,https://www.zillow.com/homedetails/362-W-Olive-Ave-UNIT-4-Sunnyvale-CA-94086/2077603104_zpid/,2350.0,1,1,825.0,1.0,2.8484848484848486
"965 Highland Ter, Sunnyvale, CA 94085",965 Highland Ter,Sunnyvale,CA,94085,Condo for rent,https://www.zillow.com/homedetails/965-Highland-Ter-Sunnyvale-CA-94085/116085359_zpid/,3800.0,3,3,1482.0,1.0,2.5641025641025643
"525 Crater Lake Ct, Sunnyvale, CA 94087",525 Crater Lake Ct,Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/525-Crater-Lake-Ct-Sunnyvale-CA-94087/19624509_zpid/,3950.0,3,2,1214.0,1.0,3.253706754530478
"125 Connemara Way Apt 168, Sunnyvale, CA 94087",125 Connemara Way APT 168,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/125-Connemara-Way-APT-168-Sunnyvale-CA-94087/19614390_zpid/,3200.0,2,5,1209.0,1.0,2.6468155500413566
"612 San Conrado Ter Unit 4, Sunnyvale, CA 94085",612 San Conrado Ter UNIT 4,Sunnyvale,CA,94085,Condo for rent,https://www.zillow.com/homedetails/612-San-Conrado-Ter-UNIT-4-Sunnyvale-CA-94085/19541948_zpid/,3695.0,2,2,1078.0,1.0,3.427643784786642
"509 Solomon Ter, Sunnyvale, CA 94089",509 Solomon Ter,Sunnyvale,CA,94089,Townhouse for rent,https://www.zillow.com/homedetails/509-Solomon-Ter-Sunnyvale-CA-94089/69301215_zpid/,3600.0,2,5,1579.0,2.0,2.279924002533249
"947 Rosette Ct, Sunnyvale, CA 94086",947 Rosette Ct,Sunnyvale,CA,94086,House for rent,https://www.zillow.com/homedetails/947-Rosette-Ct-Sunnyvale-CA-94086/19549384_zpid/,3700.0,2,2,1200.0,2.0,3.0833333333333335
"227 Charles St, Sunnyvale, CA 94086",227 Charles St,Sunnyvale,CA,94086,House for rent,https://www.zillow.com/homedetails/227-Charles-St-Sunnyvale-CA-94086/19520767_zpid/,2800.0,2,1,800.0,2.0,3.5
"1483 Falcon Ct, Sunnyvale, CA 94087",1483 Falcon Ct,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/1483-Falcon-Ct-Sunnyvale-CA-94087/153287525_zpid/,3600.0,3,5,1312.0,2.0,2.7439024390243905
"1273 Riesling Ter, Sunnyvale, CA 94087",1273 Riesling Ter,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/1273-Riesling-Ter-Sunnyvale-CA-94087/19540524_zpid/,2595.0,2,5,1160.0,3.0,2.2370689655172415
"1630 Ottawa Ct #33jphz4kx, Sunnyvale, CA 94087",1630 Ottawa Ct #33JPHZ4KX,Sunnyvale,CA,94087,Apartment for rent,https://www.zillow.com/homedetails/1630-Ottawa-Ct-33JPHZ4KX-Sunnyvale-CA-94087/2077616775_zpid/,3520.2437275985662,1,1,850.0,3.0,4.14146320893949
"(Undisclosed Address), Sunnyvale, CA 94087",(undisclosed Address),Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/Sunnyvale-CA-94087/2077621375_zpid/,3680.0,3,2,1390.0,3.0,2.647482014388489
