name,street,city,state,postalCode,floorSize,price,type_of_house,property_type,no_of_days,url
"2020 Town And Country Ln, Santa Clara, CA 95050",2020 Town And Country Ln,Santa Clara,CA,95050,950,"$2,900/mo",2 bds1.5 ba950 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/2020-Town-And-Country-Ln-Santa-Clara-CA-95050/2077645669_zpid/
"1400 Bowe Ave Apt 1209, Santa Clara, CA 95051",1400 Bowe Ave APT 1209,Santa Clara,CA,95051,"1,062","$2,780/mo","2 bds2 ba1,062 sqft",Apartment for rent,5 days ago,https://www.zillow.com/homedetails/1400-Bowe-Ave-APT-1209-Santa-Clara-CA-95051/19597401_zpid/
"165 Rodonovan Dr, Santa Clara, CA 95051",165 Rodonovan Dr,Santa Clara,CA,95051,"1,800","$4,195/mo","3 bds3 ba1,800 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/165-Rodonovan-Dr-Santa-Clara-CA-95051/19601999_zpid/
"561 Saratoga Ave Apt 10, Santa Clara, CA 95050",561 Saratoga Ave APT 10,Santa Clara,CA,95050,700,"$1,950/mo",1 bd1 ba700 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/561-Saratoga-Ave-APT-10-Santa-Clara-CA-95050/2086870899_zpid/
"2250 Monroe St Apt 354, Santa Clara, CA 95050",2250 Monroe St APT 354,Santa Clara,CA,95050,716,"$2,300/mo",1 bd1 ba716 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/2250-Monroe-St-APT-354-Santa-Clara-CA-95050/64590229_zpid/
"450 Harvard Ave Apt 1p, Santa Clara, CA 95051",450 Harvard Ave APT 1P,Santa Clara,CA,95051,700,"$1,995/mo",1 bd1 ba700 sqft,Apartment for rent,,https://www.zillow.com/homedetails/450-Harvard-Ave-APT-1P-Santa-Clara-CA-95051/2083562381_zpid/
"2601 Cortez Dr Unit 2104, Santa Clara, CA 95051",2601 Cortez Dr UNIT 2104,Santa Clara,CA,95051,"1,005","$2,850/mo","3 bds2 ba1,005 sqft",Apartment for rent,5 days ago,https://www.zillow.com/homedetails/2601-Cortez-Dr-UNIT-2104-Santa-Clara-CA-95051/79845319_zpid/
"1883 Agnew Rd Unit 238, Santa Clara, CA 95054",1883 Agnew Rd UNIT 238,Santa Clara,CA,95054,"1,070","$2,950/mo","2 bds2 ba1,070 sqft",Apartment for rent,5 days ago,https://www.zillow.com/homedetails/1883-Agnew-Rd-UNIT-238-Santa-Clara-CA-95054/82955353_zpid/
"2809 Forbes Ave, Santa Clara, CA 95051",2809 Forbes Ave,Santa Clara,CA,95051,"1,254","$3,900/mo","3 bds2 ba1,254 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/2809-Forbes-Ave-Santa-Clara-CA-95051/19598913_zpid/
"4256 Marston Ln, Santa Clara, CA 95054",4256 Marston Ln,Santa Clara,CA,95054,"2,128","$4,995/mo","4 bds4 ba2,128 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/4256-Marston-Ln-Santa-Clara-CA-95054/59682435_zpid/
"1971 Santa Rosa Ct, Santa Clara, CA 95051",1971 Santa Rosa Ct,Santa Clara,CA,95051,"1,250","$3,900/mo","3 bds2 ba1,250 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/1971-Santa-Rosa-Ct-Santa-Clara-CA-95051/19554259_zpid/
"1962 Bellomy St, Santa Clara, CA 95050",1962 Bellomy St,Santa Clara,CA,95050,,"$3,200/mo",3 bds2 ba-- sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/1962-Bellomy-St-Santa-Clara-CA-95050/2078948091_zpid/
"833 Agnew Rd, Santa Clara, CA 95054",833 Agnew Rd,Santa Clara,CA,95054,"1,616","$3,595/mo","2 bds2.5 ba1,616 sqft",Townhouse for rent,5 days ago,https://www.zillow.com/homedetails/833-Agnew-Rd-Santa-Clara-CA-95054/61278731_zpid/
"3310 Cabrillo Ave Apt 2, Santa Clara, CA 95051",3310 Cabrillo Ave APT 2,Santa Clara,CA,95051,,"$2,550/mo",2 bds1 ba-- sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/3310-Cabrillo-Ave-APT-2-Santa-Clara-CA-95051/2088977056_zpid/
"2395 Stanford Pl, Santa Clara, CA 95051",2395 Stanford Pl,Santa Clara,CA,95051,"1,328","$3,495/mo","3 bds2 ba1,328 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/2395-Stanford-Pl-Santa-Clara-CA-95051/19554950_zpid/
"2857 Ponderosa Way, Santa Clara, CA 95051",2857 Ponderosa Way,Santa Clara,CA,95051,560,"$2,250/mo",1 bd1 ba560 sqft,Apartment for rent,6 days ago,https://www.zillow.com/homedetails/2857-Ponderosa-Way-Santa-Clara-CA-95051/2086233499_zpid/
"(Undisclosed Address), Sunnyvale, CA 94087",(undisclosed Address),Sunnyvale,CA,94087,"1,750","$5,000/mo","3 bds2.5 ba1,750 sqft",House for rent,82 days ago,https://www.zillow.com/homedetails/Sunnyvale-CA-94087/2085154273_zpid/
"741 San Tomas St, Sunnyvale, CA 94085",741 San Tomas St,Sunnyvale,CA,94085,"1,900","$4,500/mo","6 bds3 ba1,900 sqft",House for rent,86 days ago,https://www.zillow.com/homedetails/741-San-Tomas-St-Sunnyvale-CA-94085/19544400_zpid/
"1291 Riesling Ter, Sunnyvale, CA 94087",1291 Riesling Ter,Sunnyvale,CA,94087,"1,276","$3,400/mo","3 bds1.5 ba1,276 sqft",Townhouse for rent,86 days ago,https://www.zillow.com/homedetails/1291-Riesling-Ter-Sunnyvale-CA-94087/19540517_zpid/
"611 Arcadia Ter Unit 204, Sunnyvale, CA 94085",611 Arcadia Ter UNIT 204,Sunnyvale,CA,94085,"1,300","$3,350/mo","3 bds2 ba1,300 sqft",Condo for rent,86 days ago,https://www.zillow.com/homedetails/611-Arcadia-Ter-UNIT-204-Sunnyvale-CA-94085/19545198_zpid/
"645 San Juan Dr, Sunnyvale, CA 94085",645 San Juan Dr,Sunnyvale,CA,94085,440,"$1,450/mo",Studio1 ba440 sqft,Apartment for rent,88 days ago,https://www.zillow.com/homedetails/645-San-Juan-Dr-Sunnyvale-CA-94085/300473407_zpid/
"476 E Washington Ave, Sunnyvale, CA 94086",476 E Washington Ave,Sunnyvale,CA,94086,950,"$2,295/mo",2 bds1 ba950 sqft,Townhouse for rent,89 days ago,https://www.zillow.com/homedetails/476-E-Washington-Ave-Sunnyvale-CA-94086/2078754375_zpid/
"573 Carrick Ct, Sunnyvale, CA 94087",573 Carrick Ct,Sunnyvale,CA,94087,"1,555","$4,900/mo","3 bds2 ba1,555 sqft",House for rent,91 days ago,https://www.zillow.com/homedetails/573-Carrick-Ct-Sunnyvale-CA-94087/19614241_zpid/
"614 Picasso Ter, Sunnyvale, CA 94087",614 Picasso Ter,Sunnyvale,CA,94087,"1,610","$3,800/mo","3 bds2 ba1,610 sqft",Townhouse for rent,91 days ago,https://www.zillow.com/homedetails/614-Picasso-Ter-Sunnyvale-CA-94087/19547558_zpid/
"1024 Valencia Ave #15, Sunnyvale, CA 94086",1024 Valencia Ave #15,Sunnyvale,CA,94086,880,"$2,335/mo",2 bds1 ba880 sqft,Apartment for rent,91 days ago,https://www.zillow.com/homedetails/1024-Valencia-Ave-15-Sunnyvale-CA-94086/2078805600_zpid/
"1674 Ontario Dr Apt 3, Sunnyvale, CA 94087",1674 Ontario Dr APT 3,Sunnyvale,CA,94087,,"$2,195/mo",2 bds1 ba-- sqft,Apartment for rent,91 days ago,https://www.zillow.com/homedetails/1674-Ontario-Dr-APT-3-Sunnyvale-CA-94087/2095176264_zpid/
"1220 Brookfield Ave Apt C, Sunnyvale, CA 94087",1220 Brookfield Ave APT C,Sunnyvale,CA,94087,650,"$1,850/mo",1 bd1 ba650 sqft,Apartment for rent,91 days ago,https://www.zillow.com/homedetails/1220-Brookfield-Ave-APT-C-Sunnyvale-CA-94087/2096189638_zpid/
"1329 Bobolink Cir, Sunnyvale, CA 94087",1329 Bobolink Cir,Sunnyvale,CA,94087,"1,600","$4,350/mo","3 bds2 ba1,600 sqft",House for rent,3D Homes Icon3D Home,https://www.zillow.com/homedetails/1329-Bobolink-Cir-Sunnyvale-CA-94087/19613497_zpid/
"813 San Pier Ct, Sunnyvale, CA 94085",813 San Pier Ct,Sunnyvale,CA,94085,900,"$2,350/mo",2 bds1 ba900 sqft,Townhouse for rent,92 days ago,https://www.zillow.com/homedetails/813-San-Pier-Ct-Sunnyvale-CA-94085/19544249_zpid/
"977 Mangrove Ave, Sunnyvale, CA 94086",977 Mangrove Ave,Sunnyvale,CA,94086,950,"$2,400/mo",2 bds1 ba950 sqft,Apartment for rent,93 days ago,https://www.zillow.com/homedetails/977-Mangrove-Ave-Sunnyvale-CA-94086/153210592_zpid/
"475 Cumulus Ave, Sunnyvale, CA 94087",475 Cumulus Ave,Sunnyvale,CA,94087,650,"$1,900/mo",1 bd1 ba650 sqft,Apartment for rent,97 days ago,https://www.zillow.com/homedetails/475-Cumulus-Ave-Sunnyvale-CA-94087/300473507_zpid/
"890 W Remington Dr, Sunnyvale, CA 94087",890 W Remington Dr,Sunnyvale,CA,94087,"1,622","$4,600/mo","3 bds2 ba1,622 sqft",House for rent,97 days ago,https://www.zillow.com/homedetails/890-W-Remington-Dr-Sunnyvale-CA-94087/19540669_zpid/
"250 Santa Fe Ter Apt 126, Sunnyvale, CA 94085",250 Santa Fe Ter APT 126,Sunnyvale,CA,94085,"1,061","$2,850/mo","2 bds2 ba1,061 sqft",Condo for rent,97 days ago,https://www.zillow.com/homedetails/250-Santa-Fe-Ter-APT-126-Sunnyvale-CA-94085/19544890_zpid/
"889 Hanover Ave, Sunnyvale, CA 94087",889 Hanover Ave,Sunnyvale,CA,94087,"1,240","$4,300/mo","3 bds2 ba1,240 sqft",House for rent,107 days ago,https://www.zillow.com/homedetails/889-Hanover-Ave-Sunnyvale-CA-94087/19539024_zpid/
"979 Pinto Palm Ter Apt 31, Sunnyvale, CA 94087",979 Pinto Palm Ter APT 31,Sunnyvale,CA,94087,"1,119","$2,995/mo","2 bds2 ba1,119 sqft",Townhouse for rent,115 days ago,https://www.zillow.com/homedetails/979-Pinto-Palm-Ter-APT-31-Sunnyvale-CA-94087/19551544_zpid/
"354 Angel Ave Apt 4, Sunnyvale, CA 94086",354 Angel Ave APT 4,Sunnyvale,CA,94086,702,"$2,395/mo",2 bds1 ba702 sqft,Apartment for rent,116 days ago,https://www.zillow.com/homedetails/354-Angel-Ave-APT-4-Sunnyvale-CA-94086/2088897039_zpid/
"670 Morse Ave Apt 5, Sunnyvale, CA 94085",670 Morse Ave APT 5,Sunnyvale,CA,94085,"5,393","$1,795/mo","1 bd1 ba5,393 sqft",Condo for rent,119 days ago,https://www.zillow.com/homedetails/670-Morse-Ave-APT-5-Sunnyvale-CA-94085/2094864601_zpid/
"1701 Noranda Dr Apt 1, Sunnyvale, CA 94087",1701 Noranda Dr APT 1,Sunnyvale,CA,94087,"1,295","$3,295/mo","3 bds1.5 ba1,295 sqft",Apartment for rent,120 days ago,https://www.zillow.com/homedetails/1701-Noranda-Dr-APT-1-Sunnyvale-CA-94087/2079225963_zpid/
"(Undisclosed Address), Sunnyvale, CA 94086",(undisclosed Address),Sunnyvale,CA,94086,"1,258","$5,000/mo","4 bds2 ba1,258 sqft",House for rent,120 days ago,https://www.zillow.com/homedetails/Sunnyvale-CA-94086/2081440339_zpid/
"636 Morse Ave, Sunnyvale, CA 94085",636 Morse Ave,Sunnyvale,CA,94085,"1,468","$6,500/mo","3 bds2.5 ba1,468 sqft",House for rent,121 days ago,https://www.zillow.com/homedetails/636-Morse-Ave-Sunnyvale-CA-94085/19542257_zpid/
"835 Hollenbeck Ave, Sunnyvale, CA 94087",835 Hollenbeck Ave,Sunnyvale,CA,94087,"1,500","$4,500/mo","3 bds2 ba1,500 sqft",House for rent,127 days ago,https://www.zillow.com/homedetails/835-Hollenbeck-Ave-Sunnyvale-CA-94087/19538920_zpid/
"440 S Bernardo Ave Apt 1, Sunnyvale, CA 94086",440 S Bernardo Ave APT 1,Sunnyvale,CA,94086,"1,300","$3,200/mo","3 bds2 ba1,300 sqft",Apartment for rent,137 days ago,https://www.zillow.com/homedetails/440-S-Bernardo-Ave-APT-1-Sunnyvale-CA-94086/2109988661_zpid/
"1131 Reed Ave Apt A, Sunnyvale, CA 94086",1131 Reed Ave APT A,Sunnyvale,CA,94086,950,"$2,350/mo",2 bds1 ba950 sqft,Apartment for rent,139 days ago,https://www.zillow.com/homedetails/1131-Reed-Ave-APT-A-Sunnyvale-CA-94086/19550432_zpid/
"360 W Olive Ave Apt 6, Sunnyvale, CA 94086",360 W Olive Ave APT 6,Sunnyvale,CA,94086,,"$2,495/mo",2 bds1 ba-- sqft,Apartment for rent,139 days ago,https://www.zillow.com/homedetails/360-W-Olive-Ave-APT-6-Sunnyvale-CA-94086/2091242161_zpid/
"285 Bartlett Ave, Sunnyvale, CA 94086",285 Bartlett Ave,Sunnyvale,CA,94086,"1,586","$4,350/mo","5 bds2 ba1,586 sqft",House for rent,142 days ago,https://www.zillow.com/homedetails/285-Bartlett-Ave-Sunnyvale-CA-94086/19545035_zpid/
"1658 Blue Jay Dr, Sunnyvale, CA 94087",1658 Blue Jay Dr,Sunnyvale,CA,94087,"1,150","$3,600/mo","3 bds2 ba1,150 sqft",House for rent,148 days ago,https://www.zillow.com/homedetails/1658-Blue-Jay-Dr-Sunnyvale-CA-94087/153288960_zpid/
"1289 Balboa Ct, Sunnyvale, CA 94086",1289 Balboa Ct,Sunnyvale,CA,94086,940,"$2,495/mo",2 bds1 ba940 sqft,Apartment for rent,153 days ago,https://www.zillow.com/homedetails/1289-Balboa-Ct-Sunnyvale-CA-94086/2079759182_zpid/
"1509 Meadowlark Ln, Sunnyvale, CA 94087",1509 Meadowlark Ln,Sunnyvale,CA,94087,"1,648","$4,000/mo","3 bds2 ba1,648 sqft",House for rent,154 days ago,https://www.zillow.com/homedetails/1509-Meadowlark-Ln-Sunnyvale-CA-94087/19616897_zpid/
"676 San Juan Dr, Sunnyvale, CA 94085",676 San Juan Dr,Sunnyvale,CA,94085,600,"$1,900/mo",1 bd1 ba600 sqft,Apartment for rent,157 days ago,https://www.zillow.com/homedetails/676-San-Juan-Dr-Sunnyvale-CA-94085/300473393_zpid/
"744 San Jule Ct, Sunnyvale, CA 94085",744 San Jule Ct,Sunnyvale,CA,94085,510,"$1,706/mo",1 bd1 ba510 sqft,Apartment for rent,161 days ago,https://www.zillow.com/homedetails/744-San-Jule-Ct-Sunnyvale-CA-94085/300473388_zpid/
"567 N Britton Ave, Sunnyvale, CA 94085",567 N Britton Ave,Sunnyvale,CA,94085,483,"$1,671/mo",1 bd1 ba483 sqft,Apartment for rent,161 days ago,https://www.zillow.com/homedetails/567-N-Britton-Ave-Sunnyvale-CA-94085/2091672088_zpid/
"245 W California Ave, Sunnyvale, CA 94086",245 W California Ave,Sunnyvale,CA,94086,680,"$1,700/mo",1 bd1 ba680 sqft,Apartment for rent,161 days ago,https://www.zillow.com/homedetails/245-W-California-Ave-Sunnyvale-CA-94086/300473351_zpid/
"140 Acalanes Dr, Sunnyvale, CA 94086",140 Acalanes Dr,Sunnyvale,CA,94086,740,"$2,075/mo",1 bd1 ba740 sqft,Apartment for rent,186 days ago,https://www.zillow.com/homedetails/140-Acalanes-Dr-Sunnyvale-CA-94086/2080201777_zpid/
"424 Santo Domingo Ter, Sunnyvale, CA 94085",424 Santo Domingo Ter,Sunnyvale,CA,94085,"1,603","$4,500/mo","3 bds2.5 ba1,603 sqft",Townhouse for rent,209 days ago,https://www.zillow.com/homedetails/424-Santo-Domingo-Ter-Sunnyvale-CA-94085/2081532566_zpid/
"485 La Conner Dr Apt 1, Sunnyvale, CA 94087",485 La Conner Dr APT 1,Sunnyvale,CA,94087,"1,800","$3,895/mo","3 bds2.5 ba1,800 sqft",Apartment for rent,221 days ago,https://www.zillow.com/homedetails/485-La-Conner-Dr-APT-1-Sunnyvale-CA-94087/300475643_zpid/
"949 Sutter Ave, Sunnyvale, CA 94086",949 Sutter Ave,Sunnyvale,CA,94086,"1,144","$4,750/mo","3 bds2 ba1,144 sqft",House for rent,307 days ago,https://www.zillow.com/homedetails/949-Sutter-Ave-Sunnyvale-CA-94086/19520493_zpid/
"880 Cupertino Villas 1 Mil Apple Hq Comp, Sunnyvale, CA 94087",880 Cupertino Villas 1 Mil Apple Hq Comp,Sunnyvale,CA,94087,750,"$1,950/mo",1 bd1 ba750 sqft,Apartment for rent,58 days ago,https://www.zillow.com/homedetails/880-Cupertino-Villas-1-Mil-Apple-Hq-Comp-Sunnyvale-CA-94087/2078319197_zpid/
"917 Tamarack Ln Apt 1, Sunnyvale, CA 94086",917 Tamarack Ln APT 1,Sunnyvale,CA,94086,"1,115","$3,295/mo","3 bds2 ba1,115 sqft",Apartment for rent,59 days ago,https://www.zillow.com/homedetails/917-Tamarack-Ln-APT-1-Sunnyvale-CA-94086/2105564466_zpid/
"905 Sunrose Ter Apt 105, Sunnyvale, CA 94086",905 Sunrose Ter APT 105,Sunnyvale,CA,94086,"1,086","$2,695/mo","2 bds2 ba1,086 sqft",Apartment for rent,59 days ago,https://www.zillow.com/homedetails/905-Sunrose-Ter-APT-105-Sunnyvale-CA-94086/19551438_zpid/
"1572 Tenaka Pl Apt 1, Sunnyvale, CA 94087",1572 Tenaka Pl APT 1,Sunnyvale,CA,94087,"1,600","$3,250/mo","3 bds2 ba1,600 sqft",Apartment for rent,59 days ago,https://www.zillow.com/homedetails/1572-Tenaka-Pl-APT-1-Sunnyvale-CA-94087/2118734610_zpid/
"495 La Conner Dr Apt 4, Sunnyvale, CA 94087",495 La Conner Dr APT 4,Sunnyvale,CA,94087,"1,000","$2,600/mo","2 bds2 ba1,000 sqft",Apartment for rent,60 days ago,https://www.zillow.com/homedetails/495-La-Conner-Dr-APT-4-Sunnyvale-CA-94087/2086765868_zpid/
"750 Brahms Way Apt 22, Sunnyvale, CA 94087",750 Brahms Way APT 22,Sunnyvale,CA,94087,725,"$1,995/mo",1 bd1 ba725 sqft,Apartment for rent,60 days ago,https://www.zillow.com/homedetails/750-Brahms-Way-APT-22-Sunnyvale-CA-94087/2094701200_zpid/
"676 Reseda Dr Apt 1, Sunnyvale, CA 94087",676 Reseda Dr APT 1,Sunnyvale,CA,94087,"1,100","$3,000/mo","3 bds1.5 ba1,100 sqft",Apartment for rent,61 days ago,https://www.zillow.com/homedetails/676-Reseda-Dr-APT-1-Sunnyvale-CA-94087/2104561671_zpid/
"994 Helen Ave Apt 1, Sunnyvale, CA 94086",994 Helen Ave APT 1,Sunnyvale,CA,94086,700,"$2,050/mo",2 bds1 ba700 sqft,Apartment for rent,61 days ago,https://www.zillow.com/homedetails/994-Helen-Ave-APT-1-Sunnyvale-CA-94086/2114034557_zpid/
"1025 W Olive Ave Apt 2, Sunnyvale, CA 94086",1025 W Olive Ave APT 2,Sunnyvale,CA,94086,850,"$2,350/mo",2 bds1 ba850 sqft,Apartment for rent,62 days ago,https://www.zillow.com/homedetails/1025-W-Olive-Ave-APT-2-Sunnyvale-CA-94086/2089403331_zpid/
"1156 La Rochelle Ter Unit E, Sunnyvale, CA 94089",1156 La Rochelle Ter UNIT E,Sunnyvale,CA,94089,"2,013","$4,000/mo","3 bds2.5 ba2,013 sqft",Townhouse for rent,62 days ago,https://www.zillow.com/homedetails/1156-La-Rochelle-Ter-UNIT-E-Sunnyvale-CA-94089/19494171_zpid/
"627 E El Camino Real Unit 108, Sunnyvale, CA 94087",627 E El Camino Real UNIT 108,Sunnyvale,CA,94087,"1,171","$3,250/mo","2 bds2.5 ba1,171 sqft",Townhouse for rent,64 days ago,https://www.zillow.com/homedetails/627-E-El-Camino-Real-UNIT-108-Sunnyvale-CA-94087/79842533_zpid/
"1063 Konstanz Ter, Sunnyvale, CA 94089",1063 Konstanz Ter,Sunnyvale,CA,94089,"1,579","$3,600/mo","2 bds2.5 ba1,579 sqft",Townhouse for rent,3D Homes Icon3D Home,https://www.zillow.com/homedetails/1063-Konstanz-Ter-Sunnyvale-CA-94089/69301239_zpid/
"1663 Ontario Dr Apt 5, Sunnyvale, CA 94087",1663 Ontario Dr APT 5,Sunnyvale,CA,94087,850,"$2,300/mo",2 bds1 ba850 sqft,Apartment for rent,64 days ago,https://www.zillow.com/homedetails/1663-Ontario-Dr-APT-5-Sunnyvale-CA-94087/2096606283_zpid/
"1779 Lark Ln, Sunnyvale, CA 94087",1779 Lark Ln,Sunnyvale,CA,94087,"2,200","$5,495/mo","4 bds2 ba2,200 sqft",House for rent,65 days ago,https://www.zillow.com/homedetails/1779-Lark-Ln-Sunnyvale-CA-94087/19619162_zpid/
"856 Lakemuir Dr, Sunnyvale, CA 94089",856 Lakemuir Dr,Sunnyvale,CA,94089,"1,000","$3,700/mo","3 bds2 ba1,000 sqft",House for rent,66 days ago,https://www.zillow.com/homedetails/856-Lakemuir-Dr-Sunnyvale-CA-94089/19493044_zpid/
"976 Belmont Ter Unit 2, Sunnyvale, CA 94086",976 Belmont Ter UNIT 2,Sunnyvale,CA,94086,"1,363","$3,500/mo","3 bds3 ba1,363 sqft",Townhouse for rent,66 days ago,https://www.zillow.com/homedetails/976-Belmont-Ter-UNIT-2-Sunnyvale-CA-94086/19521364_zpid/
"870 Helena Dr, Sunnyvale, CA 94087",870 Helena Dr,Sunnyvale,CA,94087,"1,984","$4,995/mo","4 bds2 ba1,984 sqft",House for rent,67 days ago,https://www.zillow.com/homedetails/870-Helena-Dr-Sunnyvale-CA-94087/19624148_zpid/
"628 San Juan Dr Apt M, Sunnyvale, CA 94085",628 San Juan Dr APT M,Sunnyvale,CA,94085,514,"$1,750/mo",1 bd1 ba514 sqft,Apartment for rent,67 days ago,https://www.zillow.com/homedetails/628-San-Juan-Dr-APT-M-Sunnyvale-CA-94085/2078441071_zpid/
"999 W Evelyn Ter Apt 20, Sunnyvale, CA 94086",999 W Evelyn Ter APT 20,Sunnyvale,CA,94086,"1,123","$2,895/mo","2 bds2 ba1,123 sqft",Apartment for rent,67 days ago,https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-20-Sunnyvale-CA-94086/19550503_zpid/
"1201 Sycamore Ter Space 121, Sunnyvale, CA 94086",1201 Sycamore Ter SPACE 121,Sunnyvale,CA,94086,,"$2,295/mo",1 bd1 ba-- sqft,Apartment for rent,68 days ago,https://www.zillow.com/homedetails/1201-Sycamore-Ter-SPACE-121-Sunnyvale-CA-94086/2078453925_zpid/
"530 La Conner Dr Apt 35, Sunnyvale, CA 94087",530 La Conner Dr APT 35,Sunnyvale,CA,94087,"1,296","$3,300/mo","3 bds2 ba1,296 sqft",Townhouse for rent,68 days ago,https://www.zillow.com/homedetails/530-La-Conner-Dr-APT-35-Sunnyvale-CA-94087/19624706_zpid/
"390 S Sunnyvale Ave, Sunnyvale, CA 94086",390 S Sunnyvale Ave,Sunnyvale,CA,94086,580,"$1,650/mo",Studio1 ba580 sqft,Apartment for rent,68 days ago,https://www.zillow.com/homedetails/390-S-Sunnyvale-Ave-Sunnyvale-CA-94086/300473449_zpid/
"585 W Iowa Ave Unit 11, Sunnyvale, CA 94086",585 W Iowa Ave UNIT 11,Sunnyvale,CA,94086,450,"$1,895/mo",1 bd1 ba450 sqft,Apartment for rent,68 days ago,https://www.zillow.com/homedetails/585-W-Iowa-Ave-UNIT-11-Sunnyvale-CA-94086/2080716943_zpid/
"917 Heatherstone Ave #1, Sunnyvale, CA 94087",917 Heatherstone Ave #1,Sunnyvale,CA,94087,"1,400","$2,850/mo","3 bds1 ba1,400 sqft",Apartment for rent,70 days ago,https://www.zillow.com/homedetails/917-Heatherstone-Ave-1-Sunnyvale-CA-94087/2078829177_zpid/
"1071 Rembrandt Dr, Sunnyvale, CA 94087",1071 Rembrandt Dr,Sunnyvale,CA,94087,"2,304","$4,950/mo","4 bds2.5 ba2,304 sqft",House for rent,70 days ago,https://www.zillow.com/homedetails/1071-Rembrandt-Dr-Sunnyvale-CA-94087/19547103_zpid/
"630 Santa Cruz Ter, Sunnyvale, CA 94085",630 Santa Cruz Ter,Sunnyvale,CA,94085,"1,700","$4,495/mo","4 bds2.5 ba1,700 sqft",House for rent,72 days ago,https://www.zillow.com/homedetails/630-Santa-Cruz-Ter-Sunnyvale-CA-94085/19542324_zpid/
"514 N Castlerock Ter, Sunnyvale, CA 94087",514 N Castlerock Ter,Sunnyvale,CA,94087,"1,495","$3,395/mo","3 bds2.5 ba1,495 sqft",House for rent,73 days ago,https://www.zillow.com/homedetails/514-N-Castlerock-Ter-Sunnyvale-CA-94087/19623372_zpid/
"1624 Hollenbeck Ave #21, Sunnyvale, CA 94087",1624 Hollenbeck Ave #21,Sunnyvale,CA,94087,"1,200","$2,895/mo","2 bds1.5 ba1,200 sqft",Apartment for rent,74 days ago,https://www.zillow.com/homedetails/1624-Hollenbeck-Ave-21-Sunnyvale-CA-94087/2078891778_zpid/
"609 N Garland Ter, Sunnyvale, CA 94086",609 N Garland Ter,Sunnyvale,CA,94086,"1,465","$3,400/mo","3 bds2.5 ba1,465 sqft",Townhouse for rent,74 days ago,https://www.zillow.com/homedetails/609-N-Garland-Ter-Sunnyvale-CA-94086/19547707_zpid/
"1585 Quebec Ct Apt 4, Sunnyvale, CA 94087",1585 Quebec Ct APT 4,Sunnyvale,CA,94087,850,"$2,150/mo",2 bds1 ba850 sqft,Apartment for rent,75 days ago,https://www.zillow.com/homedetails/1585-Quebec-Ct-APT-4-Sunnyvale-CA-94087/2078556035_zpid/
"315 Beemer Ave Apt 1, Sunnyvale, CA 94086",315 Beemer Ave APT 1,Sunnyvale,CA,94086,313,"$1,795/mo",Studio1 ba313 sqft,Apartment for rent,75 days ago,https://www.zillow.com/homedetails/315-Beemer-Ave-APT-1-Sunnyvale-CA-94086/2110429465_zpid/
"1094 Ticonderoga Dr, Sunnyvale, CA 94087",1094 Ticonderoga Dr,Sunnyvale,CA,94087,"1,628","$4,295/mo","3 bds2 ba1,628 sqft",House for rent,76 days ago,https://www.zillow.com/homedetails/1094-Ticonderoga-Dr-Sunnyvale-CA-94087/19541074_zpid/
"974 Blair Ave, Sunnyvale, CA 94087",974 Blair Ave,Sunnyvale,CA,94087,"1,498","$4,600/mo","4 bds3 ba1,498 sqft",House for rent,76 days ago,https://www.zillow.com/homedetails/974-Blair-Ave-Sunnyvale-CA-94087/19539201_zpid/
"1648 Hollenbeck Ave, Sunnyvale, CA 94087",1648 Hollenbeck Ave,Sunnyvale,CA,94087,950,"$2,395/mo",2 bds1.5 ba950 sqft,Apartment for rent,76 days ago,https://www.zillow.com/homedetails/1648-Hollenbeck-Ave-Sunnyvale-CA-94087/2094208181_zpid/
"602 Arcadia Ter Unit 103, Sunnyvale, CA 94085",602 Arcadia Ter UNIT 103,Sunnyvale,CA,94085,867,"$2,395/mo",1 bd1 ba867 sqft,Apartment for rent,77 days ago,https://www.zillow.com/homedetails/602-Arcadia-Ter-UNIT-103-Sunnyvale-CA-94085/19543982_zpid/
"942 Marion Way, Sunnyvale, CA 94087",942 Marion Way,Sunnyvale,CA,94087,240,"$1,800/mo",Studio1 ba240 sqft,Apartment for rent,79 days ago,https://www.zillow.com/homedetails/942-Marion-Way-Sunnyvale-CA-94087/19616907_zpid/
"578 Alberta Ave, Sunnyvale, CA 94087",578 Alberta Ave,Sunnyvale,CA,94087,"1,734","$3,700/mo","3 bds2 ba1,734 sqft",House for rent,80 days ago,https://www.zillow.com/homedetails/578-Alberta-Ave-Sunnyvale-CA-94087/153298790_zpid/
